date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:12:10	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:13%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/X8dX_VArZWC.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y2/r/X8dX_VArZWC.371f8e.delayed	(from https://hello.artificialanalysis.org/confirm.php)
01:12:11	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:13%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/ykjuhIQ3LEC.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yU/r/ykjuhIQ3LEC1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:11	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:13%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/YBvNWAgR__v.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yg/r/YBvNWAgR__v1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:11	3939/3939	---M-Z	200	added ('OK')	text/css	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/l/0,cross/38vyyaAjg10.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yg/l/0,cross/38vyyaAjg101f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:11	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:14%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y_/l/0,cross/eIoHA2W8E5U.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y_/l/0,cross/eIoHA2W8E5U1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:11	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:14%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yy/l/0,cross/201s7Ahyba6.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yy/l/0,cross/201s7Ahyba61f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:12	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:14%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yq/l/0,cross/Gu2TRVy98_H.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yq/l/0,cross/Gu2TRVy98_H1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:12	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:14%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yY/l/0,cross/eD3TYGXCkA6.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yY/l/0,cross/eD3TYGXCkA61f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:12	1794/1794	---M-Z	200	added ('OK')	text/css	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/foC4gVUEQiA.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/foC4gVUEQiA1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:12	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:15%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/RKL62S0gbwB.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/RKL62S0gbwB1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:12	507/507	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yF/r/p55HfXW__mM.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yF/r/p55HfXW__mM1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:13	21925/21925	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/E1vkZsNmWjT.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yN/r/E1vkZsNmWjT1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:13	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:15%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iIf34/y9/l/en_GB/WmMOiZHXl12.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iIf34/y9/l/en_GB/WmMOiZHXl121f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:13	2534/2534	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/Dv87iLcHM97.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y2/r/Dv87iLcHM971f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:13	30492/30492	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/moeq-Goxeua.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yR/r/moeq-Goxeua1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:14	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:16%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yT/r/wbvih943tdo.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yT/r/wbvih943tdo1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:14	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:16%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/acx70p_MCNm.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yP/r/acx70p_MCNm1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:14	6443/6443	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/1CuuL8eXovk.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y7/r/1CuuL8eXovk1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:15	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:17%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y3/r/2rny_PaeCFw.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y3/r/2rny_PaeCFw1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:15	40472/40472	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iCwx4/yj/l/en_GB/5JswuzWMakT.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iCwx4/yj/l/en_GB/5JswuzWMakT1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:15	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:17%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/IuZnkf74nQY.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yW/r/IuZnkf74nQY1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:16	32534/32534	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yE/r/yWBXGeXIgQ_.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yE/r/yWBXGeXIgQ_1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:16	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:18%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iaO64/y4/l/en_GB/DsNebehDVMU.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iaO64/y4/l/en_GB/DsNebehDVMU1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:16	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:18%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/aX6S_NdUEEq.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/aX6S_NdUEEq1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:16	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:19%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yF/l/0,cross/XkDJ_ZptD3Q.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yF/l/0,cross/XkDJ_ZptD3Q1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:16	1276/1276	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yX/r/voHXXiUpPy1.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yX/r/voHXXiUpPy11f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:17	7981/7981	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/f0ZC_tmc1KV.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y_/r/f0ZC_tmc1KV1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:18	133447/133447	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3ilhf4/ye/l/en_GB/bw8F8Kqgu4t.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3ilhf4/ye/l/en_GB/bw8F8Kqgu4t1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:18	15102/15102	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/e1w6AEb28Ui.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y5/r/e1w6AEb28Ui1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:18	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:20%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/0PL8TwiArvX.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yg/r/0PL8TwiArvX1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:18	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:21%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iugo4/yF/l/en_GB/iUIsWhPCKwQ.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iugo4/yF/l/en_GB/iUIsWhPCKwQ1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:18	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:21%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yT/r/cUQ2KDv-28W.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yT/r/cUQ2KDv-28W1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:19	502541/502541	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iPho4/yf/l/en_GB/jtFX9oPh-rG.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iPho4/yf/l/en_GB/jtFX9oPh-rG1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:19	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:21%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yn/r/lBhpSuCHqlC.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yn/r/lBhpSuCHqlC1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:19	226708/226708	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/rh6BFHcolJv.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y0/r/rh6BFHcolJv1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:22%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yf/r/auiTYG4detb.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yf/r/auiTYG4detb1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:22%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iNig4/y5/l/en_GB/ApRJ8kgnfrz.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iNig4/y5/l/en_GB/ApRJ8kgnfrz1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:22%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/Lex8yRQ_Q9j.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/Lex8yRQ_Q9j1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:20	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:23%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iIsV4/ym/l/en_GB/vaw2vv8AnuM.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iIsV4/ym/l/en_GB/vaw2vv8AnuM1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:23%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yx/l/0,cross/gCNYZe6cxol.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yx/l/0,cross/gCNYZe6cxol1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:23%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/bug2xquMPuL.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yA/r/bug2xquMPuL1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:21	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:23%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y-/l/0,cross/hQGlnhH1ySI.css?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y-/l/0,cross/hQGlnhH1ySI1f8e.css	(from https://hello.artificialanalysis.org/confirm.php)
01:12:22	96137/96137	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yY/r/wz4eFapmB0L.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yY/r/wz4eFapmB0L1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:22	52945/52945	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3i4El4/yC/l/en_GB/VnCd8zeE862.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3i4El4/yC/l/en_GB/VnCd8zeE8621f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:22	22847/22847	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3ikpZ4/yT/l/en_GB/B-5RtTZk4Uc.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3ikpZ4/yT/l/en_GB/B-5RtTZk4Uc1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:22	15473/15473	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yF/r/FLJXkx8ys-6.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yF/r/FLJXkx8ys-61f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:25%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yY/r/ettzSjjd8qW.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yY/r/ettzSjjd8qW1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:23	10891/10891	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yD/r/ZpIjd2yWZpT.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yD/r/ZpIjd2yWZpT1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:23	10065/10065	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/pB9RJLb8Ab0.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yG/r/pB9RJLb8Ab01f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:23	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:26%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/jAPkfVBB_pB.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yo/r/jAPkfVBB_pB1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:26%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iPiP4/y3/l/en_GB/lSUWvfywlLD.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iPiP4/y3/l/en_GB/lSUWvfywlLD1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:26%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iX3c4/ya/l/en_GB/ZkXgPqOe394.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iX3c4/ya/l/en_GB/ZkXgPqOe3941f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:24	52894/52894	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/O1bBfI_TOMc.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y6/r/O1bBfI_TOMc1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:27%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/qwTbUSCo6xE.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yl/r/qwTbUSCo6xE1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:24	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:27%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iQbs4/yH/l/en_GB/ygmdn2QYuF2.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3iQbs4/yH/l/en_GB/ygmdn2QYuF21f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:27%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/55smIQ7qGtP.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y5/r/55smIQ7qGtP1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:27%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/eld1bIEp_FP.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/y_/r/eld1bIEp_FP1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2000:12:27%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/kaEN7h2Cq5-.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3/yg/r/kaEN7h2Cq5-1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
01:12:25	6624/6624	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3i78z4/yl/l/en_GB/zKBAXAdshsv.js?_nc_x=Ij3Wp8lg5Kz	C:/My%20Web%20Sites/https___hello.artificialanalysis.org_/static.xx.fbcdn.net/rsrc.php/v3i78z4/yl/l/en_GB/zKBAXAdshsv1f8e.js	(from https://hello.artificialanalysis.org/confirm.php)
